"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait","env"
"MEM153",153,0.00526126311349551,0.424092547165892,0.389710012668334,5.50876992792044,0.016,"WFDP","func","soil"
"MEM124",124,0.0051693715230664,0.429261918688959,0.394183332296087,5.45252149591542,0.023,"WFDP","func","soil"
"MEM134",134,0.00488733695095128,0.43414925563991,0.398371671137941,5.19092629425353,0.023,"WFDP","func","soil"
"MEM55",55,0.00485180569502336,0.439001061334933,0.402536130321704,5.18910681710224,0.028,"WFDP","func","soil"
"MEM293",293,0.00477977717232797,0.443780838507261,0.40663765576985,5.14740721722121,0.027,"WFDP","func","soil"
"MEM13",13,0.00473820558551702,0.448519044092778,0.410708476881748,5.1378871922748,0.026,"WFDP","func","soil"
"MEM280",280,0.00471068751145448,0.453229731604233,0.41476348156634,5.14344068595683,0.017,"WFDP","func","soil"
"MEM132",132,0.00470134581862658,0.45793107742286,0.41882207797518,5.16908826755826,0.027,"WFDP","func","soil"
"MEM86",86,0.00451029905385308,0.462441376476713,0.422689142132133,4.9922516719264,0.027,"WFDP","func","soil"
"MEM33",33,0.00450589481704328,0.466947271293756,0.42656448881601,5.02108211287045,0.029,"WFDP","func","soil"
"elev_mean",5,0.0858232458007541,0.0858232458007541,0.0843903668756769,59.895671782688,0.001,"WFDP","meta","topo"
"convexity",4,0.00571767095236964,0.0915409167531237,0.0886886119391618,4.00915843522882,0.049,"WFDP","meta","topo"
"aspect",1,0.00265424261596216,0.0941951593690859,0.0899224950264872,1.86364460425728,0.169,"WFDP","meta","topo"
"MEM1",1,0.0574633925189276,0.0574633925189276,0.055986062413158,38.8967856909601,0.001,"WFDP","meta","topo"
"MEM2",2,0.0259992653914436,0.0834626579103712,0.0805849896463535,18.0696751717619,0.002,"WFDP","meta","topo"
"MEM60",60,0.0215835731454851,0.105046231055856,0.100824751013667,15.3383928833817,0.001,"WFDP","meta","topo"
"MEM143",143,0.019467768320052,0.124513999375908,0.118999126931032,14.1201948111343,0.001,"WFDP","meta","topo"
"MEM3",3,0.0188045606404294,0.143318560016338,0.136562397240441,13.9165982704838,0.001,"WFDP","meta","topo"
"MEM230",230,0.0187926176113555,0.162111177627693,0.154169103481984,14.1972617731166,0.001,"WFDP","meta","topo"
"MEM203",203,0.0186489366852622,0.180760114312955,0.171686254819586,14.386662796821,0.002,"WFDP","meta","topo"
"MEM180",180,0.0149191185256748,0.19567923283863,0.185481822161465,11.7042406140088,0.001,"WFDP","meta","topo"
"MEM40",40,0.0145343756967812,0.210213608535411,0.198930945800203,11.5938395342467,0.002,"WFDP","meta","topo"
"MEM233",233,0.0127748995886917,0.222988508124103,0.210635384246903,10.3414324309253,0.005,"WFDP","meta","topo"
"MEM97",97,0.0125787083515076,0.235567216475611,0.222177470267381,10.3337128064115,0.005,"WFDP","meta","topo"
"MEM38",38,0.0101973729026489,0.24576458937826,0.231329461902245,8.47713156916122,0.003,"WFDP","meta","topo"
"MEM6",6,0.00928394374341412,0.255048533121674,0.239578294991613,7.80151330895558,0.008,"WFDP","meta","topo"
"MEM64",64,0.00920308962563138,0.264251622747305,0.247770859096845,7.81779640139674,0.009,"WFDP","meta","topo"
"MEM88",88,0.00861058482973087,0.272862207577036,0.255382933720715,7.38925275201028,0.005,"WFDP","meta","topo"
"MEM212",212,0.00844487333706678,0.281307080914103,0.262849477855717,7.32045070888447,0.013,"WFDP","meta","topo"
"MEM156",156,0.00799664896513264,0.289303729879235,0.269879555293941,6.99865169612795,0.005,"WFDP","meta","topo"
"MEM257",257,0.00776988442041698,0.297073614299652,0.276698936453265,6.86430090438496,0.008,"WFDP","meta","topo"
"MEM288",288,0.00775375756602792,0.30482737186568,0.283523694551887,6.91530347482043,0.005,"WFDP","meta","topo"
"MEM41",41,0.00771548579623049,0.312542857661911,0.290330995227724,6.94717592375804,0.014,"WFDP","meta","topo"
"MEM300",300,0.00763447895984182,0.320177336621753,0.297076566506958,6.94020404341408,0.004,"WFDP","meta","topo"
"MEM59",59,0.00701830855828589,0.327195645180038,0.303205862674302,6.43618958385184,0.012,"WFDP","meta","topo"
"MEM137",137,0.00701063467186114,0.3342062798519,0.309347098742474,6.48631975216864,0.012,"WFDP","meta","topo"
"MEM169",169,0.00695259227948231,0.341158872131382,0.315447998848704,6.48994738035583,0.013,"WFDP","meta","topo"
"MEM134",134,0.00639530949403355,0.347554181625415,0.320988798141108,6.01846148561286,0.014,"WFDP","meta","topo"
"MEM166",166,0.00639376308902362,0.353947944714439,0.326546063087319,6.06665785133843,0.015,"WFDP","meta","topo"
"MEM70",70,0.00628022417810975,0.360228168892549,0.332002941049573,6.00760616538874,0.016,"WFDP","meta","topo"
"MEM119",119,0.00617852314309797,0.366406692035647,0.337371319493909,5.95820314542408,0.014,"WFDP","meta","topo"
"MEM9",9,0.00612889031211772,0.372535582347764,0.342705306754462,5.95830294948118,0.021,"WFDP","meta","topo"
"MEM131",131,0.0060479917853723,0.378583574133137,0.34797192753871,5.92714779329127,0.015,"WFDP","meta","topo"
"MEM94",94,0.00603566531028993,0.384619239443427,0.353242917770312,5.96327468108895,0.017,"WFDP","meta","topo"
"MEM179",179,0.00589623392203842,0.390515473365465,0.358384493378142,5.87219828276855,0.022,"WFDP","meta","topo"
"MEM51",51,0.00586303077226497,0.39637850413773,0.36350802664028,5.8861334003971,0.019,"WFDP","meta","topo"
"MEM146",146,0.00582368339867101,0.402202187536401,0.368606938571505,5.89384635195617,0.02,"WFDP","meta","topo"
"MEM13",13,0.0057956425171391,0.40799783005354,0.37369306855002,5.91310008317808,0.025,"WFDP","meta","topo"
"MEM130",130,0.00567710979210168,0.413674939845642,0.378670458642397,5.83856539192795,0.02,"WFDP","meta","topo"
"MEM125",125,0.00562094532585594,0.419295885171498,0.383604768479381,5.82707957419005,0.018,"WFDP","meta","topo"
"MEM71",71,0.00553114485833606,0.424827030029834,0.388460020281304,5.77951022286808,0.022,"WFDP","meta","topo"
"MEM12",12,0.00541624520689682,0.430243275236731,0.393209088127118,5.7037450948707,0.027,"WFDP","meta","topo"
"MEM33",33,0.00513947728186581,0.435382752518596,0.397678762703478,5.45244925756367,0.016,"WFDP","meta","topo"
"MEM129",129,0.00506841336622055,0.440451165884817,0.402087449833442,5.41670540301041,0.024,"WFDP","meta","topo"
"MEM229",229,0.00500927245723015,0.445460438342047,0.406447604858573,5.39282652445093,0.03,"WFDP","meta","topo"
"MEM43",43,0.00488251095761449,0.450342949299662,0.410686484232355,5.29416756690473,0.019,"WFDP","meta","topo"
"MEM199",199,0.00476067251862072,0.455103621818282,0.414808763599802,5.19841985008512,0.02,"WFDP","meta","topo"
"MEM24",24,0.00448709858544755,0.45959072040373,0.418650623464619,4.93207030372807,0.024,"WFDP","meta","topo"
"MEM86",86,0.00448195561486819,0.464072676018598,0.422499898778894,4.95925391501231,0.028,"WFDP","meta","topo"
"MEM195",195,0.00445281252224516,0.468525488540843,0.426330721583782,4.9599086246523,0.027,"WFDP","meta","topo"
"MEM243",243,0.00429312814737454,0.472818616688218,0.430001854591829,4.81283826670676,0.032,"WFDP","meta","topo"
"MEM25",25,0.00423138461131328,0.477050001299531,0.433618560729492,4.77391132398639,0.03,"WFDP","meta","topo"
"MEM98",98,0.00402641446107771,0.481076415760609,0.437025177709727,4.57014903466156,0.042,"WFDP","meta","topo"
"MEM260",260,0.0040216450527818,0.485098060813391,0.440438198741083,4.59257794750444,0.032,"WFDP","meta","topo"
"MEM16",16,0.00385904645287727,0.488957107266268,0.443685845899736,4.43262258422449,0.029,"WFDP","meta","topo"
"MEM291",291,0.00380232803876546,0.492759435305033,0.446882728941837,4.39271695877967,0.033,"WFDP","meta","topo"
"MEM47",47,0.00379626136648237,0.496555696671516,0.450083914825809,4.41123851180646,0.041,"WFDP","meta","topo"
"TotN",11,0.0448354934882735,0.0448354934882735,0.0433383704373146,29.9477677934081,0.001,"WFDP","meta","soil"
"Na",9,0.0261038129748998,0.0709393064631733,0.0680223184143921,17.8977853445826,0.001,"WFDP","meta","soil"
"pHCaCl2",13,0.0124113577659141,0.0833506642290874,0.0790268466075266,8.6113884896701,0.004,"WFDP","meta","soil"
"Fe",5,0.0332385182238583,0.116589182452946,0.111024389901468,23.8920088512792,0.001,"WFDP","meta","soil"
"P",12,0.00357310012791291,0.120162282580859,0.113223499320455,2.57473103988063,0.11,"WFDP","meta","soil"
"TEB",14,0.00276100462677223,0.122923287207631,0.114609763863627,1.99266028074395,0.145,"WFDP","meta","soil"
"ECEC",4,0.00469296949656513,0.127616256704196,0.117953778534781,3.39983034372464,0.051,"WFDP","meta","soil"
"MEM1",1,0.0574633925189276,0.0574633925189276,0.055986062413158,38.8967856909601,0.001,"WFDP","meta","soil"
"MEM2",2,0.0259992653914436,0.0834626579103712,0.0805849896463535,18.0696751717619,0.001,"WFDP","meta","soil"
"MEM60",60,0.0215835731454851,0.105046231055856,0.100824751013667,15.3383928833817,0.001,"WFDP","meta","soil"
"MEM143",143,0.019467768320052,0.124513999375908,0.118999126931032,14.1201948111343,0.002,"WFDP","meta","soil"
"MEM3",3,0.0188045606404294,0.143318560016338,0.136562397240441,13.9165982704838,0.001,"WFDP","meta","soil"
"MEM230",230,0.0187926176113555,0.162111177627693,0.154169103481984,14.1972617731166,0.001,"WFDP","meta","soil"
"MEM203",203,0.0186489366852622,0.180760114312955,0.171686254819586,14.386662796821,0.001,"WFDP","meta","soil"
"MEM180",180,0.0149191185256748,0.19567923283863,0.185481822161465,11.7042406140088,0.002,"WFDP","meta","soil"
"MEM40",40,0.0145343756967812,0.210213608535411,0.198930945800203,11.5938395342467,0.002,"WFDP","meta","soil"
"MEM233",233,0.0127748995886917,0.222988508124103,0.210635384246903,10.3414324309253,0.002,"WFDP","meta","soil"
"MEM97",97,0.0125787083515076,0.235567216475611,0.222177470267381,10.3337128064115,0.002,"WFDP","meta","soil"
"MEM38",38,0.0101973729026489,0.24576458937826,0.231329461902245,8.47713156916122,0.005,"WFDP","meta","soil"
"MEM6",6,0.00928394374341412,0.255048533121674,0.239578294991613,7.80151330895558,0.006,"WFDP","meta","soil"
"MEM64",64,0.00920308962563138,0.264251622747305,0.247770859096845,7.81779640139674,0.006,"WFDP","meta","soil"
"MEM88",88,0.00861058482973087,0.272862207577036,0.255382933720715,7.38925275201028,0.012,"WFDP","meta","soil"
"MEM212",212,0.00844487333706678,0.281307080914103,0.262849477855717,7.32045070888447,0.008,"WFDP","meta","soil"
"MEM156",156,0.00799664896513264,0.289303729879235,0.269879555293941,6.99865169612795,0.006,"WFDP","meta","soil"
"MEM257",257,0.00776988442041698,0.297073614299652,0.276698936453265,6.86430090438496,0.016,"WFDP","meta","soil"
"MEM288",288,0.00775375756602792,0.30482737186568,0.283523694551887,6.91530347482043,0.007,"WFDP","meta","soil"
"MEM41",41,0.00771548579623049,0.312542857661911,0.290330995227724,6.94717592375804,0.006,"WFDP","meta","soil"
"MEM300",300,0.00763447895984182,0.320177336621753,0.297076566506958,6.94020404341408,0.004,"WFDP","meta","soil"
"MEM59",59,0.00701830855828589,0.327195645180038,0.303205862674302,6.43618958385184,0.009,"WFDP","meta","soil"
"MEM137",137,0.00701063467186114,0.3342062798519,0.309347098742474,6.48631975216864,0.014,"WFDP","meta","soil"
"MEM169",169,0.00695259227948231,0.341158872131382,0.315447998848704,6.48994738035583,0.006,"WFDP","meta","soil"
"MEM134",134,0.00639530949403355,0.347554181625415,0.320988798141108,6.01846148561286,0.016,"WFDP","meta","soil"
"MEM166",166,0.00639376308902362,0.353947944714439,0.326546063087319,6.06665785133843,0.018,"WFDP","meta","soil"
"MEM70",70,0.00628022417810975,0.360228168892549,0.332002941049573,6.00760616538874,0.016,"WFDP","meta","soil"
"MEM119",119,0.00617852314309797,0.366406692035647,0.337371319493909,5.95820314542408,0.022,"WFDP","meta","soil"
"MEM9",9,0.00612889031211772,0.372535582347764,0.342705306754462,5.95830294948118,0.014,"WFDP","meta","soil"
"MEM131",131,0.0060479917853723,0.378583574133137,0.34797192753871,5.92714779329127,0.021,"WFDP","meta","soil"
"MEM94",94,0.00603566531028993,0.384619239443427,0.353242917770312,5.96327468108895,0.015,"WFDP","meta","soil"
"MEM179",179,0.00589623392203842,0.390515473365465,0.358384493378142,5.87219828276855,0.015,"WFDP","meta","soil"
"MEM51",51,0.00586303077226497,0.39637850413773,0.36350802664028,5.8861334003971,0.019,"WFDP","meta","soil"
"MEM146",146,0.00582368339867101,0.402202187536401,0.368606938571505,5.89384635195617,0.015,"WFDP","meta","soil"
"MEM13",13,0.0057956425171391,0.40799783005354,0.37369306855002,5.91310008317808,0.014,"WFDP","meta","soil"
"MEM130",130,0.00567710979210168,0.413674939845642,0.378670458642397,5.83856539192795,0.017,"WFDP","meta","soil"
"MEM125",125,0.00562094532585594,0.419295885171498,0.383604768479381,5.82707957419005,0.017,"WFDP","meta","soil"
"MEM71",71,0.00553114485833606,0.424827030029834,0.388460020281304,5.77951022286808,0.016,"WFDP","meta","soil"
"MEM12",12,0.00541624520689682,0.430243275236731,0.393209088127118,5.7037450948707,0.013,"WFDP","meta","soil"
"MEM33",33,0.00513947728186581,0.435382752518596,0.397678762703478,5.45244925756367,0.027,"WFDP","meta","soil"
"MEM129",129,0.00506841336622055,0.440451165884817,0.402087449833442,5.41670540301041,0.021,"WFDP","meta","soil"
"MEM229",229,0.00500927245723015,0.445460438342047,0.406447604858573,5.39282652445093,0.024,"WFDP","meta","soil"
"MEM43",43,0.00488251095761449,0.450342949299662,0.410686484232355,5.29416756690473,0.021,"WFDP","meta","soil"
"MEM199",199,0.00476067251862072,0.455103621818282,0.414808763599802,5.19841985008512,0.024,"WFDP","meta","soil"
"MEM24",24,0.00448709858544755,0.45959072040373,0.418650623464619,4.93207030372807,0.019,"WFDP","meta","soil"
"MEM86",86,0.00448195561486819,0.464072676018598,0.422499898778894,4.95925391501231,0.033,"WFDP","meta","soil"
"MEM195",195,0.00445281252224516,0.468525488540843,0.426330721583782,4.9599086246523,0.033,"WFDP","meta","soil"
"MEM243",243,0.00429312814737454,0.472818616688218,0.430001854591829,4.81283826670676,0.029,"WFDP","meta","soil"
"MEM25",25,0.00423138461131328,0.477050001299531,0.433618560729492,4.77391132398639,0.035,"WFDP","meta","soil"
"MEM98",98,0.00402641446107771,0.481076415760609,0.437025177709727,4.57014903466156,0.039,"WFDP","meta","soil"
"MEM260",260,0.0040216450527818,0.485098060813391,0.440438198741083,4.59257794750444,0.028,"WFDP","meta","soil"
"MEM16",16,0.00385904645287727,0.488957107266268,0.443685845899736,4.43262258422449,0.04,"WFDP","meta","soil"
"MEM291",291,0.00380232803876546,0.492759435305033,0.446882728941837,4.39271695877967,0.042,"WFDP","meta","soil"
"MEM47",47,0.00379626136648237,0.496555696671516,0.450083914825809,4.41123851180646,0.032,"WFDP","meta","soil"
"MEM45",45,0.00371668607835068,0.500272382749866,0.453208994138981,4.34345550422192,0.037,"WFDP","meta","soil"
"MEM192",192,0.00360377250981869,0.503876155259685,0.456221034667133,4.23482845160168,0.037,"WFDP","meta","soil"
"elev_mean",5,0.00418406150821574,0.00418406150821574,0.00167570901831204,1.66805164946188,0.2,"SERC","func","topo"
"convexity",4,0.00453111060467354,0.00871517211288928,0.00370868308315642,1.81009508969814,0.189,"SERC","func","topo"
"MEM2",2,0.100609320197478,0.100609320197478,0.0983438524901667,44.4099555569874,0.001,"SERC","func","topo"
"MEM1",1,0.0653516928026256,0.165961013000103,0.161748694883942,31.0288496739577,0.001,"SERC","func","topo"
"MEM11",11,0.0539928473815656,0.219953860381669,0.214029459321277,27.340914379954,0.001,"SERC","func","topo"
"MEM12",12,0.0384434857632963,0.258397346144965,0.250868385192122,20.4243246865451,0.001,"SERC","func","topo"
"MEM3",3,0.0359757357532017,0.294373081898167,0.285395640192037,20.0367414965423,0.001,"SERC","func","topo"
"MEM16",16,0.0339495079055256,0.328322589803693,0.318041813117014,19.8133909179356,0.001,"SERC","func","topo"
"MEM8",8,0.0327712210015058,0.361093810805198,0.34965559258432,20.0554441767693,0.001,"SERC","func","topo"
"MEM10",10,0.0316315137528954,0.392725324558094,0.380268408138773,20.3141854296035,0.001,"SERC","func","topo"
"MEM22",22,0.0308146580654172,0.423539982623511,0.410202861398862,20.7939867920078,0.001,"SERC","func","topo"
"MEM5",5,0.0254355612958841,0.448975543919395,0.434773882680204,17.9102718108021,0.001,"SERC","func","topo"
"MEM122",122,0.0238838280212104,0.472859371940605,0.457876046595248,17.5342991076889,0.001,"SERC","func","topo"
"MEM34",34,0.0228471069976311,0.495706478938237,0.480028960148752,17.4877981428706,0.001,"SERC","func","topo"
"MEM21",21,0.0192385624899278,0.514945041428164,0.498566562307557,15.2701182159449,0.001,"SERC","func","topo"
"MEM38",38,0.0126355931272429,0.527580634555407,0.510357011856907,10.2706792222521,0.002,"SERC","func","topo"
"MEM64",64,0.0111826837058367,0.538763318261244,0.520699218454243,9.28583529651127,0.003,"SERC","func","topo"
"MEM36",36,0.0108437961176189,0.549607114378863,0.530742490897349,9.1971481992166,0.003,"SERC","func","topo"
"MEM143",143,0.00965729409783556,0.559264408476698,0.539599040875921,8.34838193702089,0.007,"SERC","func","topo"
"MEM96",96,0.00919548912204837,0.568459897598747,0.548018524327109,8.09724483758252,0.009,"SERC","func","topo"
"MEM6",6,0.00896767517732144,0.577427572776068,0.556243203073549,8.04299730233877,0.007,"SERC","func","topo"
"MEM91",91,0.00892633434359691,0.586353907119665,0.56446787045933,8.15710444255484,0.004,"SERC","func","topo"
"MEM112",112,0.00869574979848242,0.595049656918148,0.572492741255763,8.09555475142599,0.005,"SERC","func","topo"
"MEM141",141,0.00731240333603345,0.602362060254181,0.579096010588202,6.9144902423197,0.013,"SERC","func","topo"
"MEM159",159,0.00689442507619298,0.609256485330374,0.585290883097304,6.61664060056974,0.011,"SERC","func","topo"
"MEM53",53,0.00603797367128256,0.615294459001657,0.590607472413528,5.86994964304245,0.012,"SERC","func","topo"
"MEM138",138,0.00573713540542442,0.621031594407081,0.595631567222569,5.64678077285948,0.019,"SERC","func","topo"
"MEM45",45,0.00564262753505895,0.62667422194214,0.60058156003487,5.62258908013742,0.012,"SERC","func","topo"
"MEM7",7,0.00564121466387024,0.63231543660601,0.605556721749844,5.69208187849115,0.017,"SERC","func","topo"
"MEM19",19,0.00479967452094299,0.637115111126953,0.609653551968993,4.89378209785469,0.021,"SERC","func","topo"
"MEM100",100,0.00478807566872108,0.641903186795674,0.613760076814847,4.93386105826629,0.025,"SERC","func","topo"
"MEM76",76,0.00457185341630528,0.64647504021198,0.617655070664043,4.75904744663337,0.041,"SERC","func","topo"
"MEM56",56,0.00442357183147524,0.650898612043455,0.621410483905436,4.65037068931245,0.024,"SERC","func","topo"
"MEM163",163,0.00440036554004297,0.655298977583498,0.625161183273858,4.67226286816672,0.029,"SERC","func","topo"
"MEM142",142,0.00430056231314324,0.659599539896641,0.628823607887296,4.61134877379619,0.023,"SERC","func","topo"
"MEM147",147,0.00426813988646502,0.663867679783106,0.632470704817792,4.62199802051401,0.021,"SERC","func","topo"
"MEM18",18,0.00426066152135318,0.668128341304459,0.636129696526652,4.66029590574372,0.044,"SERC","func","topo"
"MEM172",172,0.00425826402344198,0.672386605327901,0.639806267736201,4.70521535918531,0.033,"SERC","func","topo"
"MEM136",136,0.0042434923049095,0.676630097632811,0.64348692204393,4.73730149546461,0.032,"SERC","func","topo"
"MEM30",30,0.00420814124637781,0.680838238879188,0.647148941871992,4.74659258482587,0.037,"SERC","func","topo"
"MEM28",28,0.0042008447743711,0.68503908365356,0.650823273799768,4.7882235405373,0.038,"SERC","func","topo"
"MEM124",124,0.00417109355631984,0.689210177209879,0.654485057345062,4.80469881464204,0.032,"SERC","func","topo"
"MEM42",42,0.00403672634902807,0.693246903558908,0.658017556348586,4.69795194676956,0.036,"SERC","func","topo"
"MEM79",79,0.00394739714643022,0.697194300705338,0.661470032811024,4.640841924054,0.041,"SERC","func","topo"
"MEM57",57,0.00392980250812935,0.701124103213467,0.664922234025239,4.66775643464596,0.038,"SERC","func","topo"
"Fe",5,0.0794779170006993,0.0794779170006993,0.0771592215775272,34.2769974039847,0.001,"SERC","func","soil"
"P",12,0.0509358265471347,0.130413743547834,0.126021893767773,23.1956141935356,0.001,"SERC","func","soil"
"BS",2,0.0375240731934035,0.167937816741238,0.161618357121551,17.8135831787766,0.001,"SERC","func","soil"
"Na",9,0.0141341808915114,0.182071997632749,0.173768160045264,6.80850546152969,0.011,"SERC","func","soil"
"pHCaCl2",13,0.0210808907607485,0.203152888393497,0.193014884429038,10.3969631668381,0.004,"SERC","func","soil"
"TotN",11,0.0106248475656121,0.21377773595911,0.201743721713586,5.29740817095881,0.016,"SERC","func","soil"
"Mn",8,0.0134614579087902,0.2272391938679,0.213404601430752,6.81120212175615,0.009,"SERC","func","soil"
"NH4",10,0.0038707734242229,0.231109967292123,0.215337864057089,1.96335180744952,0.172,"SERC","func","soil"
"MEM2",2,0.100609320197478,0.100609320197478,0.0983438524901667,44.4099555569874,0.001,"SERC","func","soil"
"MEM1",1,0.0653516928026256,0.165961013000103,0.161748694883942,31.0288496739577,0.001,"SERC","func","soil"
"MEM11",11,0.0539928473815656,0.219953860381669,0.214029459321277,27.340914379954,0.001,"SERC","func","soil"
"MEM12",12,0.0384434857632963,0.258397346144965,0.250868385192122,20.4243246865451,0.001,"SERC","func","soil"
"MEM3",3,0.0359757357532017,0.294373081898167,0.285395640192037,20.0367414965423,0.001,"SERC","func","soil"
"MEM16",16,0.0339495079055256,0.328322589803693,0.318041813117014,19.8133909179356,0.001,"SERC","func","soil"
"MEM8",8,0.0327712210015058,0.361093810805198,0.34965559258432,20.0554441767693,0.001,"SERC","func","soil"
"MEM10",10,0.0316315137528954,0.392725324558094,0.380268408138773,20.3141854296035,0.001,"SERC","func","soil"
"MEM22",22,0.0308146580654172,0.423539982623511,0.410202861398862,20.7939867920078,0.001,"SERC","func","soil"
"MEM5",5,0.0254355612958841,0.448975543919395,0.434773882680204,17.9102718108021,0.001,"SERC","func","soil"
"MEM122",122,0.0238838280212104,0.472859371940605,0.457876046595248,17.5342991076889,0.001,"SERC","func","soil"
"MEM34",34,0.0228471069976311,0.495706478938237,0.480028960148752,17.4877981428706,0.001,"SERC","func","soil"
"MEM21",21,0.0192385624899278,0.514945041428164,0.498566562307557,15.2701182159449,0.001,"SERC","func","soil"
"MEM38",38,0.0126355931272429,0.527580634555407,0.510357011856907,10.2706792222521,0.004,"SERC","func","soil"
"MEM64",64,0.0111826837058367,0.538763318261244,0.520699218454243,9.28583529651127,0.002,"SERC","func","soil"
"MEM36",36,0.0108437961176189,0.549607114378863,0.530742490897349,9.1971481992166,0.004,"SERC","func","soil"
"MEM143",143,0.00965729409783556,0.559264408476698,0.539599040875921,8.34838193702089,0.007,"SERC","func","soil"
"MEM96",96,0.00919548912204837,0.568459897598747,0.548018524327109,8.09724483758252,0.003,"SERC","func","soil"
"MEM6",6,0.00896767517732144,0.577427572776068,0.556243203073549,8.04299730233877,0.009,"SERC","func","soil"
"MEM91",91,0.00892633434359691,0.586353907119665,0.56446787045933,8.15710444255484,0.006,"SERC","func","soil"
"MEM112",112,0.00869574979848242,0.595049656918148,0.572492741255763,8.09555475142599,0.003,"SERC","func","soil"
"MEM141",141,0.00731240333603345,0.602362060254181,0.579096010588202,6.9144902423197,0.012,"SERC","func","soil"
"MEM159",159,0.00689442507619298,0.609256485330374,0.585290883097304,6.61664060056974,0.01,"SERC","func","soil"
"MEM53",53,0.00603797367128256,0.615294459001657,0.590607472413528,5.86994964304245,0.015,"SERC","func","soil"
"MEM138",138,0.00573713540542442,0.621031594407081,0.595631567222569,5.64678077285948,0.021,"SERC","func","soil"
"MEM45",45,0.00564262753505895,0.62667422194214,0.60058156003487,5.62258908013742,0.018,"SERC","func","soil"
"MEM7",7,0.00564121466387024,0.63231543660601,0.605556721749844,5.69208187849115,0.018,"SERC","func","soil"
"MEM19",19,0.00479967452094299,0.637115111126953,0.609653551968993,4.89378209785469,0.023,"SERC","func","soil"
"MEM100",100,0.00478807566872108,0.641903186795674,0.613760076814847,4.93386105826629,0.033,"SERC","func","soil"
"MEM76",76,0.00457185341630528,0.64647504021198,0.617655070664043,4.75904744663337,0.032,"SERC","func","soil"
"MEM56",56,0.00442357183147524,0.650898612043455,0.621410483905436,4.65037068931245,0.03,"SERC","func","soil"
"MEM163",163,0.00440036554004297,0.655298977583498,0.625161183273858,4.67226286816672,0.028,"SERC","func","soil"
"MEM142",142,0.00430056231314324,0.659599539896641,0.628823607887296,4.61134877379619,0.035,"SERC","func","soil"
"MEM147",147,0.00426813988646502,0.663867679783106,0.632470704817792,4.62199802051401,0.044,"SERC","func","soil"
"MEM18",18,0.00426066152135318,0.668128341304459,0.636129696526652,4.66029590574372,0.036,"SERC","func","soil"
"MEM172",172,0.00425826402344198,0.672386605327901,0.639806267736201,4.70521535918531,0.021,"SERC","func","soil"
"MEM136",136,0.0042434923049095,0.676630097632811,0.64348692204393,4.73730149546461,0.025,"SERC","func","soil"
"MEM30",30,0.00420814124637781,0.680838238879188,0.647148941871992,4.74659258482587,0.04,"SERC","func","soil"
"MEM28",28,0.0042008447743711,0.68503908365356,0.650823273799768,4.7882235405373,0.027,"SERC","func","soil"
"MEM124",124,0.00417109355631984,0.689210177209879,0.654485057345062,4.80469881464204,0.029,"SERC","func","soil"
"MEM42",42,0.00403672634902807,0.693246903558908,0.658017556348586,4.69795194676956,0.027,"SERC","func","soil"
"MEM79",79,0.00394739714643022,0.697194300705338,0.661470032811024,4.640841924054,0.034,"SERC","func","soil"
"MEM57",57,0.00392980250812935,0.701124103213467,0.664922234025239,4.66775643464596,0.029,"SERC","func","soil"
"elev_mean",5,0.0112108907216873,0.0112108907216873,0.00872023805347999,4.50118591997672,0.029,"SERC","meta","topo"
"aspect",1,0.00601602989506935,0.0172269206167567,0.0122634202158313,2.42410775022709,0.116,"SERC","meta","topo"
"MEM1",1,0.0883395921380471,0.0883395921380471,0.0860432183147173,38.4691687566575,0.001,"SERC","meta","topo"
"MEM2",2,0.0637696127607044,0.152109204898752,0.147826928155816,29.7830414000702,0.001,"SERC","meta","topo"
"MEM3",3,0.0496708245649409,0.201780029463693,0.19571759930772,24.5796602783183,0.001,"SERC","meta","topo"
"MEM6",6,0.0383915649192168,0.240171594382909,0.232457600417253,19.9074902522059,0.001,"SERC","meta","topo"
"MEM16",16,0.0360127371039859,0.276184331486895,0.266975480742454,19.5533286961586,0.001,"SERC","meta","topo"
"MEM12",12,0.0356846494008038,0.311868980887699,0.301336363248225,20.32808022978,0.001,"SERC","meta","topo"
"MEM11",11,0.0324102755798192,0.344279256467518,0.332540010419622,19.3259369582252,0.001,"SERC","meta","topo"
"MEM34",34,0.0312635866393388,0.375542843106857,0.362733465529562,19.5254368610408,0.001,"SERC","meta","topo"
"MEM5",5,0.0278648789794537,0.403407722086311,0.3896048159135,18.1689209268908,0.001,"SERC","meta","topo"
"MEM8",8,0.0259860009414785,0.429393723027789,0.414687375683145,17.6699219272428,0.001,"SERC","meta","topo"
"MEM122",122,0.0259201607994953,0.455313883827285,0.439831849517466,18.4162987297879,0.001,"SERC","meta","topo"
"MEM64",64,0.0193547618530097,0.474668645680294,0.458337100986417,14.2213823976611,0.002,"SERC","meta","topo"
"MEM18",18,0.0145267027438403,0.489195348424135,0.471947399150144,10.9489616806041,0.002,"SERC","meta","topo"
"MEM22",22,0.0145179759401661,0.503713324364301,0.485619539315083,11.2332307811465,0.002,"SERC","meta","topo"
"MEM141",141,0.0142661105326003,0.517979434896901,0.499101344879808,11.335450662395,0.003,"SERC","meta","topo"
"MEM143",143,0.0139409493834026,0.531920384280304,0.512314955349636,11.3772155112366,0.003,"SERC","meta","topo"
